case_row_id,case_number,case_number_raw,district_id,court_name,pacer_id,case_name,assigned_to,referred_to,case_cause,jurisdictional_basis,date_filed,date_closed,date_last_filed,jury_demand,demand,lead_case,related_case,settlement,case_type_1,case_type_2,case_type_3,case_type_note
13817.0,1:06-cv-06025,1:06-cv-06025,ilnd,Northern District of Illinois ,203403.0,"The Chamberlain Group, Inc. v. Zap Controls UK Ltd et al",Honorable Joan H. Lefkow,,35:145 Patent Infringement,Federal Question,2006-11-03,2007-09-11,2007-09-11,Both,,,,,1.0,,,
12110.0,1:04-cv-05363,1:04-cv-05363,ilnd,Northern District of Illinois ,149458.0,"Nilssen, et al v. Wal-Mart Stores Inc, et al",Honorable Robert W. Gettleman,,35:271 Patent Infringement,Federal Question,2004-08-13,2008-03-17,2011-12-27,Both,$0.00,,09-01495; 10-01139,,1.0,,,
12554.0,1:05-cv-00571,1:05-cv-00571,ilnd,Northern District of Illinois ,184297.0,"Bowe Bell & Howell Company v. MidSouth Technologies, LLC",Honorable Wayne R. Andersen,,35:271 Patent Infringement,Federal Question,2005-01-31,2005-06-30,2006-04-04,Plaintiff,,,,,1.0,,,
12035.0,1:04-cv-03289,1:04-cv-03289,ilnd,Northern District of Illinois ,147386.0,"Rozenblat v. Sandia Corp, et al",Honorable Samuel Der-Yeghiayan,,15:1126 Patent Infringement,Federal Question,2004-07-21,2005-05-02,2008-06-18,Plaintiff,$0.00,,,,4.0,7.0,,
13591.0,1:06-cv-01685,1:06-cv-01685,ilnd,Northern District of Illinois ,196901.0,"Midtronics, Inc. et al v. World Energy Labs, Inc.",Honorable George W. Lindberg,,35:145 Patent Infringement,Federal Question,2006-03-27,2008-02-20,2008-02-25,Both,,,,,1.0,,,
11878.0,1:04-cv-01709,1:04-cv-01709,ilnd,Northern District of Illinois ,145809.0,VPS LLC v. Shutterfly Inc,Honorable John W. Darrah,,35:145 Patent Infringement,Federal Question,2004-03-04,2004-07-07,2004-07-29,Both,$0.00,,,,1.0,,,
11946.0,1:04-cv-02328,1:04-cv-02328,ilnd,Northern District of Illinois ,146426.0,"Zohar Waterworks, LLC v. General Electric Co, et al",Honorable Rebecca R. Pallmeyer,,35:271 Patent Infringement,Federal Question,2004-03-30,2005-12-22,2005-12-28,Both,$0.00,,,,1.0,,,
10938.0,1:03-cv-01655,1:03-cv-01655,ilnd,Northern District of Illinois ,133043.0,"Malessa Prt L L C v. Crabar Witt L L C, et al",Honorable Matthew F. Kennelly,,35:271 Patent Infringement,Federal Question,2003-03-06,2003-11-18,2003-11-19,Both,$0.00,,,,1.0,,,
13560.0,1:06-cv-01308,1:06-cv-01308,ilnd,Northern District of Illinois ,196363.0,"Janssen Pharmaceutica, N.V. et al v. Apotex, Inc.",Honorable Rebecca R. Pallmeyer,,35:271 Patent Infringement,Federal Question,2006-03-09,2006-05-02,2007-09-07,,,,,,1.0,,,
11971.0,1:04-cv-02544,1:04-cv-02544,ilnd,Northern District of Illinois ,146642.0,Konvin Assc v. Extech Extrior Tech,Honorable Matthew F. Kennelly,,28:1338 Patent Infringement,Federal Question,2004-04-08,2006-12-13,2008-05-13,Plaintiff,$0.00,,,,1.0,,,
12073.0,1:04-cv-04004,1:04-cv-04004,ilnd,Northern District of Illinois ,148100.0,Solaia Tech LLC v. GE Fanuc Automation,Honorable Ruben Castillo,,28:1338 Patent Infringement,Federal Question,2004-06-14,2004-12-29,2005-01-06,Both,$0.00,,,,1.0,,,
12917.0,1:05-cv-04175,1:05-cv-04175,ilnd,Northern District of Illinois ,189717.0,"The Form House, Inc. v. Team Services, Inc.",Honorable Geraldine Soat Brown,,35:145 Patent Infringement,Federal Question,2005-07-20,2006-07-31,2006-09-25,Both,,,,,1.0,,,
12116.0,1:04-cv-05480,1:04-cv-05480,ilnd,Northern District of Illinois ,149575.0,Alphascan LLC v. Wizcom Tech Inc,Honorable Joan H. Lefkow,,35:271 Patent Infringement,Federal Question,2004-08-19,2009-02-12,2009-02-12,Both,$0.00,,,,1.0,,,
12853.0,1:05-cv-02994,1:05-cv-02994,ilnd,Northern District of Illinois ,187920.0,Babydan Corp v. Richell USA Inc,Honorable Milton I. Shadur,,35:183 Patent Infringement,Federal Question,2005-05-19,2005-10-06,2005-10-06,Plaintiff,,,,,1.0,,,
14449.0,1:07-cv-02206,1:07-cv-02206,ilnd,Northern District of Illinois ,208164.0,"Corporate Safe Specialists, Inc. v. FireKing International, LLC",Honorable Amy J. St. Eve,,28:2201 Declaratory Judgement,Federal Question,2007-04-20,2007-08-09,2007-08-10,,,,,,3.0,,,
12967.0,1:05-cv-05758,1:05-cv-05758,ilnd,Northern District of Illinois ,192189.0,"Axis International Marketing Ltd. v. Baby Dayz Co., Inc.",Honorable James B. Zagel,,28:1338 Patent Infringement,Federal Question,2005-10-06,2007-04-12,2007-04-12,Plaintiff,,,,,3.0,,,
12682.0,1:05-cv-00972,1:05-cv-00972,ilnd,Northern District of Illinois ,184909.0,"Artos Technology v. Aircuity, Inc.",Honorable James B. Moran,,35:271 Patent Infringement,Federal Question,2005-02-17,2005-08-01,2005-08-01,Both,,,,,1.0,,,
12167.0,1:04-cv-06960,1:04-cv-06960,ilnd,Northern District of Illinois ,151053.0,"Garvey Corp v. Barry-Wehmiller, et al",Honorable Ruben Castillo,,35:271 Patent Infringement,Federal Question,2004-10-28,2005-06-07,2006-03-29,Plaintiff,$0.00,,,,1.0,,,
10707.0,1:03-cv-00567,1:03-cv-00567,ilnd,Northern District of Illinois ,131955.0,"Shen Wei (USA) Inc, et al v. Ansell Healthcare",Honorable James F. Holderman,,35:271 Patent Infringement,Federal Question,2003-01-24,2004-07-08,2010-05-20,Plaintiff,$0.00,,,,1.0,,,
14465.0,1:07-cv-02382,1:07-cv-02382,ilnd,Northern District of Illinois ,208519.0,"William Reber, L.L.C. v. Helio L.L.C.",Honorable John W. Darrah,,35:145 Patent Infringement,Federal Question,2007-04-30,2007-10-09,2007-10-09,Both,,,,,1.0,,,
12739.0,1:05-cv-01481,1:05-cv-01481,ilnd,Northern District of Illinois ,185670.0,"Harman International Industries, Incorporated v. Massachusetts Institute of Technology",Honorable James F. Holderman,,35:145 Patent Infringement,Federal Question,2005-03-14,2005-08-15,2013-11-06,Plaintiff,,,,,2.0,,,
11201.0,1:03-cv-08004,1:03-cv-08004,ilnd,Northern District of Illinois ,139375.0,"SunTiger, Inc v. Dioptics Med Prod",Honorable Marvin E. Aspen,,35:183 Patent Infringement,Federal Question,2003-11-10,2004-03-22,2004-03-24,Both,$0.00,,,,1.0,,,
11101.0,1:03-cv-04174,1:03-cv-04174,ilnd,Northern District of Illinois ,135558.0,"William Reber LLC v. Samsung Elec Amer, et al",Honorable Morton Denlow,,28:1338 Patent Infringement,Federal Question,2003-06-18,2004-11-15,2010-01-26,Both,$0.00,,,,1.0,,,
12996.0,1:05-cv-06561,1:05-cv-06561,ilnd,Northern District of Illinois ,193377.0,"Abbott Laboratories v. Mylan Pharmaceuticals, Inc.",Honorable Virginia M. Kendall,,35:271 Patent Infringement,Federal Question,2005-11-18,2008-06-06,2008-08-04,Defendant,,,,,1.0,,,
13829.0,1:06-cv-06414,1:06-cv-06414,ilnd,Northern District of Illinois ,203939.0,"Fellowes, Inc. v. Uline, Inc.",Honorable Mark Filip,,35:271 Patent Infringement,Federal Question,2006-11-22,2007-01-17,2007-01-17,Plaintiff,,,,,1.0,,,
13000.0,1:05-cv-06788,1:05-cv-06788,ilnd,Northern District of Illinois ,193649.0,Babydan Corp. et al v. Four Paws Products Ltd.,Honorable Joan B. Gottschall,,35:271 Patent Infringement,Federal Question,2005-11-30,2006-02-01,2007-09-04,Plaintiff,,,,,1.0,,,
12082.0,1:04-cv-04337,1:04-cv-04337,ilnd,Northern District of Illinois ,148433.0,"One World Technologies, Ltd., et al v. Rexon Ind Corp Ltd, et al",Honorable Matthew F. Kennelly,,35:145 Patent Infringement,Federal Question,2004-06-29,2006-11-16,2008-12-04,Both,$0.00,,,,1.0,,,
11992.0,1:04-cv-02722,1:04-cv-02722,ilnd,Northern District of Illinois ,146820.0,"Newell Operating Co v. Mills Pride LP, et al",Honorable Suzanne B. Conlon,,35:271 Patent Infringement,Federal Question,2004-04-15,2004-11-12,2004-11-15,Both,$0.00,,,,1.0,,,
12912.0,1:05-cv-04120,1:05-cv-04120,ilnd,Northern District of Illinois ,189704.0,"Trading Technologies International, Inc. v. GL Consultants, Inc et al",Honorable Joan B. Gottschall,Honorable Sidney I. Schenkier,35:145 Patent Infringement,Federal Question,2005-07-18,2015-05-14,2016-05-11,Both,,,1:05-cv-05164,1:05-cv-05164,1.0,,,
10972.0,1:03-cv-02029,1:03-cv-02029,ilnd,Northern District of Illinois ,133417.0,Stratos Lightwave v. Picolight Inc,Honorable Wayne R. Andersen,,35:271 Patent Infringement,Federal Question,2003-03-20,2003-09-12,2004-01-29,Both,$0.00,,1:03-cv-02970,,1.0,,,
13003.0,1:05-cv-06940,1:05-cv-06940,ilnd,Northern District of Illinois ,193899.0,"RTC Industries, Inc. v. Fasteners for Retail, Inc. et al",Honorable Matthew F. Kennelly,,35:145 Patent Infringement,Federal Question,2005-12-08,2006-04-25,2006-04-26,Both,,,,,1.0,,,
12745.0,1:05-cv-01538,1:05-cv-01538,ilnd,Northern District of Illinois ,185779.0,Panduit Corp. et al v. Leviton Manufacturing Co Inc et al,Honorable Milton I. Shadur,,35:271 Patent Infringement,Federal Question,2005-03-15,2005-06-14,2007-09-04,Plaintiff,,,,,1.0,,,
12135.0,1:04-cv-06061,1:04-cv-06061,ilnd,Northern District of Illinois ,150155.0,"PSN IL LLC v. Andersons Inc The, et al",Honorable Charles P. Kocoras,,35:271 Patent Infringement,Federal Question,2004-09-10,2005-03-02,2005-03-02,Both,$0.00,,,,1.0,,,
12213.0,1:04-cv-08137,1:04-cv-08137,ilnd,Northern District of Illinois ,152226.0,Gen Binding Corp v. Techko Inc,Honorable Joan H. Lefkow,,35:271 Patent Infringement,Federal Question,2004-12-16,2005-09-22,2005-09-23,Plaintiff,$0.00,,,,1.0,,,Likely
11093.0,1:03-cv-03943,1:03-cv-03943,ilnd,Northern District of Illinois ,135329.0,"Lifetime Prod Inc v. GSC Tech Corp, et al",Honorable Ruben Castillo,,35:271 Patent Infringement,Federal Question,2003-06-10,2004-06-02,2010-01-26,Defendant,$0.00,,"W Dist NY Rochester, 02C 6401",,1.0,,,
13682.0,1:06-cv-02666,1:06-cv-02666,ilnd,Northern District of Illinois ,198424.0,"Ablaise Ltd. et al v. Lycos, Inc.",Honorable James F. Holderman,,35:271 Patent Infringement,Federal Question,2006-05-12,2006-08-10,2006-09-19,Plaintiff,,,,,1.0,,,
11566.0,1:04-cv-00396,1:04-cv-00396,ilnd,Northern District of Illinois ,144498.0,Travel Caddy Inc v. Goodhope Bags Ind,Honorable Elaine E. Bucklo,,35:271 Patent Infringement,Federal Question,2004-01-20,2004-08-10,2004-08-11,Plaintiff,$0.00,,,,1.0,,,
11123.0,1:03-cv-04918,1:03-cv-04918,ilnd,Northern District of Illinois ,136301.0,"Cannon Rubber Ltd, et al v. 1st Years Inc",Honorable Amy J. St. Eve,,35:183 Patent Infringement,Federal Question,2003-07-16,2006-06-21,2010-02-04,Plaintiff,$0.00,,,,1.0,,,
14161.0,1:07-cv-00527,1:07-cv-00527,ilnd,Northern District of Illinois ,205821.0,"Nickels and Dimes Incorporated et al v. NAMCO Cybertainment, Inc.",Honorable Wayne R. Andersen,,35:145 Patent Infringement,Federal Question,2007-01-26,2007-07-30,2007-07-30,Both,,,,,1.0,,,
12911.0,1:05-cv-04088,1:05-cv-04088,ilnd,Northern District of Illinois ,189618.0,,Honorable James B. Moran,Honorable Young B. Kim,28:1331 Federal Question,Federal Question,2005-07-15,2011-11-15,2011-11-29,Both,$75000.00,,,,2.0,,,
14476.0,1:07-cv-02532,1:07-cv-02532,ilnd,Northern District of Illinois ,208706.0,"The Ultimate Back Store, Inc. v. Belnick, Inc.",Honorable Mark Filip,,35:145 Patent Infringement,Federal Question,2007-05-04,2007-07-06,2007-07-06,Plaintiff,,,,,1.0,,,
11236.0,1:03-cv-09295,1:03-cv-09295,ilnd,Northern District of Illinois ,140663.0,"Solaia Tech LLC v. Corn Prod Intl Inc, et al",Honorable John W. Darrah,,28:1338 Patent Infringement,Federal Question,2003-12-23,2005-07-07,2005-07-07,Both,$0.00,,,,1.0,,,
14381.0,1:07-cv-01427,1:07-cv-01427,ilnd,Northern District of Illinois ,207100.0,"Santa's Best Craft, Ltd. v. Sienna, LLC",Honorable Rebecca R. Pallmeyer,,15:1125 Trademark Infringement (Lanham Act),Federal Question,2007-03-13,2008-04-30,2008-05-02,Defendant,,,,,2.0,,,
12019.0,1:04-cv-03109,1:04-cv-03109,ilnd,Northern District of Illinois ,147207.0,"Hagenbuch v. 3B6 Sistemi Ind SRL, et al",Honorable Martin C. Ashman,,35:271 Patent Infringement,Federal Question,2004-04-30,2008-03-07,2010-05-14,Both,$0.00,,,,1.0,,,
10952.0,1:03-cv-01789,1:03-cv-01789,ilnd,Northern District of Illinois ,133177.0,Armament Syst v. Mark Feldstein,Honorable James F. Holderman,,35:183 Patent Infringement,Federal Question,2003-03-12,2003-08-05,2003-08-06,Plaintiff,$0.00,,,,1.0,,,
10576.0,1:03-cv-00223,1:03-cv-00223,ilnd,Northern District of Illinois ,131611.0,"Minuteman Intl Inc v. Nilfisk Advance A S, et al",Honorable David H. Coar,,35:271 Patent Infringement,Federal Question,2003-01-10,2004-09-23,2006-03-14,Both,$0.00,,05-01068,,1.0,,,
13621.0,1:06-cv-02021,1:06-cv-02021,ilnd,Northern District of Illinois ,197413.0,"Cencor Plastics, Inc. v. Rhino Associates, L.P.",Honorable Harry D. Leinenweber,,35:145 Patent Infringement,Federal Question,2006-04-10,2006-08-09,2007-09-05,,,,,,2.0,,,
12797.0,1:05-cv-02164,1:05-cv-02164,ilnd,Northern District of Illinois ,186746.0,Trading Technologies International Inc v. Man Group PLC et al,Honorable William T. Hart,,35:145 Patent Infringement,Federal Question,2005-04-13,2005-11-30,2007-09-04,Both,,,,,1.0,,,
13683.0,1:06-cv-02703,1:06-cv-02703,ilnd,Northern District of Illinois ,198434.0,"Rowe International v. Ecast, Inc. et al",Honorable Matthew F. Kennelly,,35:271 Patent Infringement,Federal Question,2006-05-15,2008-12-01,2010-12-10,Both,,,,,1.0,,,
12983.0,1:05-cv-06110,1:05-cv-06110,ilnd,Northern District of Illinois ,192737.0,"Itex, Inc. et al v. Westex, Inc.",Honorable Wayne R. Andersen,Honorable Morton Denlow,35:271 Patent Infringement,Federal Question,2005-10-24,2011-08-22,2011-08-22,Defendant,,,,,1.0,,,
11162.0,1:03-cv-06109,1:03-cv-06109,ilnd,Northern District of Illinois ,137485.0,Chamberlain Grp Inc v. DoorKing Inc,Honorable Amy J. St. Eve,,35:271 Patent Infringement,Federal Question,2003-08-29,2004-01-05,2004-01-13,Plaintiff,$0.00,,,,1.0,,,
12861.0,1:05-cv-03089,1:05-cv-03089,ilnd,Northern District of Illinois ,188004.0,"Cardinal Health, Inc. et al v. Flexbar Machine Corp.",Honorable Elaine E. Bucklo,,35:271 Patent Infringement,Federal Question,2005-05-24,2005-11-29,2007-09-05,Plaintiff,,,,,1.0,,,
11130.0,1:03-cv-05091,1:03-cv-05091,ilnd,Northern District of Illinois ,136474.0,"ITT Ind Inc, et al v. Taco Inc",Honorable Matthew F. Kennelly,,28:1338 Patent Infringement,Federal Question,2003-07-22,2004-01-23,2004-01-26,Both,$0.00,,,,1.0,,,
12203.0,1:04-cv-08031,1:04-cv-08031,ilnd,Northern District of Illinois ,152120.0,"Civix DDI LLC v. Expedia Inc, et al",Honorable Amy J. St. Eve,,35:145 Patent Infringement,Federal Question,2004-12-13,2005-05-02,2005-05-31,Plaintiff,$0.00,,,,1.0,,,
12057.0,1:04-cv-03700,1:04-cv-03700,ilnd,Northern District of Illinois ,147797.0,Mold-Masters Ltd v. Melt Design Inc,Honorable Charles P. Kocoras,,35:145 Patent Infringement,Federal Question,2004-05-28,2005-10-05,2010-05-17,Plaintiff,$0.00,,,,1.0,,,
10700.0,1:03-cv-00552,1:03-cv-00552,ilnd,Northern District of Illinois ,131940.0,"Inzer, et al v. Frantz",Honorable Joan H. Lefkow,,35:271 Patent Infringement,Federal Question,2003-01-24,2004-04-20,2004-05-25,Defendant,$0.00,,,,1.0,,,
12936.0,1:05-cv-04766,1:05-cv-04766,ilnd,Northern District of Illinois ,190696.0,"Arrival Star, Inc. v. PBB Global Logistics, Inc.",Honorable Ronald A. Guzman,,35:271 Patent Infringement,Federal Question,2005-08-18,2006-03-21,2006-03-21,Plaintiff,,,,,1.0,,,
12958.0,1:05-cv-05414,1:05-cv-05414,ilnd,Northern District of Illinois ,191703.0,"DePUY, Inc. et al v. Zimmer Holdings, Inc. et al",Circuit Judge Richard A. Posner,,35:145 Patent Infringement,Federal Question,2005-09-19,2006-05-12,2008-12-04,Both,,,,,1.0,,,
13753.0,1:06-cv-03991,1:06-cv-03991,ilnd,Northern District of Illinois ,200364.0,"Wabash National, L.P. v. Trailmobile Corporation",Honorable Amy J. St. Eve,,35:271 Patent Infringement,Federal Question,2006-07-24,2008-01-07,2008-01-07,,,,,,1.0,,,
13524.0,1:06-cv-01030,1:06-cv-01030,ilnd,Northern District of Illinois ,195980.0,Alldredge v. Ventlab Corporation,Honorable Martin C. Ashman,,35:145 Patent Infringement,Federal Question,2006-02-24,2006-03-08,2006-08-31,Plaintiff,,,,,12.0,,,
13786.0,1:06-cv-05079,1:06-cv-05079,ilnd,Northern District of Illinois ,201940.0,"Square D Company et al v. E.I. Electronics, Inc.",Honorable Arlander Keys,,35:271 Patent Infringement,Federal Question,2006-09-20,2010-04-07,2011-05-23,Both,,,,,1.0,,,
13009.0,1:05-cv-07157,1:05-cv-07157,ilnd,Northern District of Illinois ,194208.0,Steelhead Corporation v. United Enertech Corporation,Honorable Ruben Castillo,,35:183 Patent Infringement,Federal Question,2005-12-21,2006-03-02,2007-09-20,Plaintiff,,,,,1.0,,,
10974.0,1:03-cv-02052,1:03-cv-02052,ilnd,Northern District of Illinois ,133440.0,"Nilssen, et al v. Cooper Lighting, et al",Honorable Amy J. St. Eve,,35:271 Patent Infringement,Federal Question,2003-03-21,2004-03-25,2004-06-01,Plaintiff,$0.00,,,,1.0,,,
14441.0,1:07-cv-02109,1:07-cv-02109,ilnd,Northern District of Illinois ,208026.0,Radio Flyer Inc. v. The Little Tikes Company,Honorable William J. Hibbler,,28:1338 Patent Infringement,Federal Question,2007-04-16,2008-08-28,2008-08-28,Defendant,,,,,1.0,,,
11042.0,1:03-cv-03000,1:03-cv-03000,ilnd,Northern District of Illinois ,134386.0,"Exhart Env Syst Inc v. IL Ind Tool Inc, et al",Honorable John W. Darrah,,17:101 Copyright Infringement,U.S. Government Plaintiff,2003-05-05,2003-08-25,2003-08-26,Both,$0.00,,,,1.0,,,
14384.0,1:07-cv-01449,1:07-cv-01449,ilnd,Northern District of Illinois ,207156.0,"GSC Technologies Corporation v. Johnson Outdoors, Inc,",Honorable Harry D. Leinenweber,,28:1338 Patent Infringement,Federal Question,2007-03-14,2007-07-25,2007-07-30,Plaintiff,,,,,1.0,,,
12922.0,1:05-cv-04357,1:05-cv-04357,ilnd,Northern District of Illinois ,190084.0,"Trading Technologies International, Inc. v. Strategy Runner, Ltd.",Honorable David H. Coar,,35:183 Patent Infringement,Federal Question,2005-07-29,2005-08-22,2005-09-01,Plaintiff,,,,,1.0,,,
12063.0,1:04-cv-03725,1:04-cv-03725,ilnd,Northern District of Illinois ,147822.0,"Porter Athletic v. Performance Sports, et al",Honorable Marvin E. Aspen,,35:271 Patent Infringement,Federal Question,2004-05-28,2004-08-12,2004-08-13,Plaintiff,$0.00,,,,1.0,,,
11485.0,1:04-cv-00194,1:04-cv-00194,ilnd,Northern District of Illinois ,144297.0,"Connell, et al v. KLN Steel Prod Co, et al",Honorable Virginia M. Kendall,,35:271 Patent Infringement,Federal Question,2004-01-12,2010-05-28,2010-09-16,Both,$0.00,,06-04104,,1.0,,,
11160.0,1:03-cv-06060,1:03-cv-06060,ilnd,Northern District of Illinois ,137436.0,Blackhawk Molding Co v. Portola Pkg Inc,Honorable Joan H. Lefkow,,35:271 Patent Infringement,Federal Question,2003-08-28,2006-07-06,2010-05-20,Plaintiff,$0.00,,,,1.0,,,
12140.0,1:04-cv-06216,1:04-cv-06216,ilnd,Northern District of Illinois ,150310.0,"Affymax Inc v. Johnson & Johnson, et al",Honorable Matthew F. Kennelly,,35:145 Patent Infringement,Federal Question,2004-09-23,2010-01-07,2011-12-02,Both,$0.00,,,,6.0,,,
13762.0,1:06-cv-04159,1:06-cv-04159,ilnd,Northern District of Illinois ,200613.0,Zebra Technologies Corporation et al v. Datacard Corporation,Honorable Samuel Der-Yeghiayan,,28:2201 Injunction,Federal Question,2006-08-02,2006-11-09,2006-11-09,,,,,,1.0,,,
11212.0,1:03-cv-08547,1:03-cv-08547,ilnd,Northern District of Illinois ,139916.0,"Glory Ltd, et al v. Cummins-Allison Corp",Honorable Suzanne B. Conlon,,35:183 Patent Infringement,Federal Question,2003-11-25,2004-06-03,2004-07-07,Both,$0.00,,,,2.0,,,
11990.0,1:04-cv-02695,1:04-cv-02695,ilnd,Northern District of Illinois ,146793.0,Somfy SA v. Rollease Inc,Honorable Marvin E. Aspen,,35:145 Patent Infringement,Federal Question,2004-04-14,2004-07-29,2004-08-30,Both,$0.00,,,,1.0,,,
11610.0,1:04-cv-00566,1:04-cv-00566,ilnd,Northern District of Illinois ,144667.0,"Neomedia Tech Inc v. AirClic Inc, et al",Honorable Charles P. Kocoras,,28:1338 Patent Infringement,Federal Question,2004-01-23,2004-05-25,2004-05-26,,$0.00,,,,1.0,,,
13154.0,1:06-cv-00025,1:06-cv-00025,ilnd,Northern District of Illinois ,194491.0,Panduit Corp v. Leviton Manufacturing Company Inc,Honorable Harry D. Leinenweber,,15:1126 Patent Infringement,Federal Question,2006-01-04,2006-08-17,2006-08-18,Plaintiff,,,,,1.0,,,
12074.0,1:04-cv-04019,1:04-cv-04019,ilnd,Northern District of Illinois ,148115.0,"Sram Corp v. Sunrace Roots Ent Co, et al",Honorable Rebecca R. Pallmeyer,,28:1331 Federal Question,Federal Question,2004-06-14,2006-05-08,2006-05-08,Plaintiff,$75000.00,,,,2.0,,,
14478.0,1:07-cv-02550,1:07-cv-02550,ilnd,Northern District of Illinois ,208735.0,"Artos Technology, L.L.C. v. Reliable Controls Corporation",Honorable Joan B. Gottschall,,28:1338 Patent Infringement,Federal Question,2007-05-07,2008-08-11,2008-08-11,Plaintiff,$200000.00,,,,1.0,,,
12079.0,1:04-cv-04123,1:04-cv-04123,ilnd,Northern District of Illinois ,148219.0,"von Holdt, et al v. A-1 Tool Corp, et al",Honorable Edmond E. Chang,Honorable Morton Denlow,35:271 Patent Infringement,Federal Question,2004-06-21,2014-02-04,2014-07-16,Both,$9999000.00,,,,1.0,,,
13505.0,1:06-cv-00918,1:06-cv-00918,ilnd,Northern District of Illinois ,195810.0,"Adventus Americas Inc. et al v. Geovation Technologies, Inc.",Honorable John F. Grady,,35:271 Patent Infringement,Federal Question,2006-02-17,2006-09-18,2006-09-18,Plaintiff,,,,,1.0,,,
11158.0,1:03-cv-06027,1:03-cv-06027,ilnd,Northern District of Illinois ,137403.0,"US Gypsum Co v. LaFarge N Amer Inc, et al",Honorable Rebecca R. Pallmeyer,,35:271 Patent Infringement,Federal Question,2003-08-26,2009-12-14,2010-06-21,Both,$0.00,,,,5.0,,,
11058.0,1:03-cv-03173,1:03-cv-03173,ilnd,Northern District of Illinois ,134559.0,"IP Innovation LLC, et al v. Realnetworks Inc, et al",Honorable Ruben Castillo,,35:271 Patent Infringement,Federal Question,2003-05-13,2003-05-20,2003-09-16,Plaintiff,$0.00,,,,1.0,,,
13783.0,1:06-cv-04975,1:06-cv-04975,ilnd,Northern District of Illinois ,201838.0,"Winvic Sales, Inc. v. S.K. Enterprises, Inc.",Honorable Amy J. St. Eve,,35:145 Patent Infringement,Federal Question,2006-09-14,2007-02-22,2007-02-22,Plaintiff,,,,,1.0,,,
11003.0,1:03-cv-02428,1:03-cv-02428,ilnd,Northern District of Illinois ,133815.0,"IP Innovation L L C, et al v. Samsung Elec Co, et al",Honorable Suzanne B. Conlon,,35:271 Patent Infringement,Federal Question,2003-04-09,2003-12-31,2006-01-26,Both,$0.00,,,,1.0,,,
14380.0,1:07-cv-01402,1:07-cv-01402,ilnd,Northern District of Illinois ,207056.0,"La Termoplastic-F.B.M. S.R.L. v. Yongkang Dayi Industry and Trade Co., Ltd. et al","Honorable Charles R. Norgle, Sr",,35:271 Patent Infringement,Federal Question,2007-03-13,2007-06-22,2007-06-22,Plaintiff,,,,,1.0,,,
11054.0,1:03-cv-03164,1:03-cv-03164,ilnd,Northern District of Illinois ,134550.0,"Eazypower Corp, et al v. Alden Corp, et al",Honorable Morton Denlow,Honorable Morton Denlow,28:1338 Patent Infringement,Federal Question,2003-05-12,2008-02-01,2010-02-03,Both,$0.00,,,,3.0,,,
13744.0,1:06-cv-03769,1:06-cv-03769,ilnd,Northern District of Illinois ,200025.0,Axis International Marketing Ltd Inc v. Target Corporation et al,Honorable Elaine E. Bucklo,,35:271 Patent Infringement,Federal Question,2006-07-12,2007-04-11,2007-04-11,Both,,,,,1.0,,,
13002.0,1:05-cv-06895,1:05-cv-06895,ilnd,Northern District of Illinois ,193834.0,Gebre v. Motorola Inc et al,"Honorable Charles R. Norgle, Sr",,35:145 Patent Infringement,Federal Question,2005-12-07,2007-09-19,2007-09-24,Both,,,,,1.0,,,
12929.0,1:05-cv-04449,1:05-cv-04449,ilnd,Northern District of Illinois ,190257.0,"Trading Technologies International, Inc. v. FFastFill PLC et al",Honorable William J. Hibbler,,28:1331 Federal Question,Federal Question,2005-08-03,2005-08-10,2005-08-10,Plaintiff,$75000.00,,,,1.0,,,
13841.0,1:06-cv-07102,1:06-cv-07102,ilnd,Northern District of Illinois ,205003.0,"Acco Brands USA LLC v. PC Guardian Anti-Theft Products, Inc. et al",Honorable James B. Zagel,,35:145 Patent Infringement,Federal Question,2006-12-22,2010-01-15,2010-01-15,Defendant,,1:03-cv-01820,,,1.0,12.0,,
12112.0,1:04-cv-05422,1:04-cv-05422,ilnd,Northern District of Illinois ,149517.0,"Ropak Corp, et al v. Plastican Inc",Honorable David H. Coar,,35:271 Patent Infringement,Federal Question,2004-08-17,2007-03-26,2007-06-22,Plaintiff,$0.00,,,,1.0,,,
11001.0,1:03-cv-02408,1:03-cv-02408,ilnd,Northern District of Illinois ,133795.0,NW Corp v. Y L C Co Inc,Honorable John W. Darrah,,15:1125 Trademark Infringement (Lanham Act),Federal Question,2003-04-08,2006-01-25,2006-01-25,Plaintiff,$0.00,,,,1.0,,,
13768.0,1:06-cv-04406,1:06-cv-04406,ilnd,Northern District of Illinois ,200936.0,"Acco Brands Corporation et al v. Senario, LLC",Honorable Joan B. Gottschall,,35:145 Patent Infringement,Federal Question,2006-08-15,2006-10-23,2007-09-04,Plaintiff,,,,,1.0,,,
14427.0,1:07-cv-01939,1:07-cv-01939,ilnd,Northern District of Illinois ,207829.0,"The Metraflex Company v. Red Valve Company, Inc.",Honorable Blanche M. Manning,,35:271 Patent Infringement,Federal Question,2007-04-09,2007-09-20,2008-02-28,,,,,,2.0,,,
12054.0,1:04-cv-03659,1:04-cv-03659,ilnd,Northern District of Illinois ,147756.0,Herman Miller Inc v. Allseating Corp,Honorable Blanche M. Manning,,35:271 Patent Infringement,Federal Question,2004-05-26,2005-03-09,2005-03-23,Both,$75000.00,,,,1.0,,,
